H Left hand Bat,A Left hand Bat,H NoBat,A NoBat,H Right hand Bat,A Right hand Bat,City,H Left Arm Wrist Spinner,A Left Arm Wrist Spinner,H Right Arm Spinner,A Right Arm Spinner,H Left Arm Fast,A Left Arm Fast,H Right Arm Fast,A Right Arm Fast,H NoBowl,A NoBowl,H Left Arm Spinner,A Left Arm Spinner,H Right Arm Wrist Spinner,A Right Arm Wrist Spinner,H Top order Batter,A Top order Batter,H Bowling Allrounder,A Bowling Allrounder,H Wicketkeeper,A Wicketkeeper,H Allrounder,A Allrounder,H Batting Allrounder,A Batting Allrounder,H Batter,A Batter,H Middle order Batter,A Middle order Batter,H Opening Batter,A Opening Batter,H Bowler,A Bowler,Result
3,1,0,0,8,10,Singapore,0,0,1,1,0,0,4,7,1,1,4,1,1,1,0,1,0,1,0,2,3,1,0,1,3,0,0,2,0,0,5,3,0
1,1,0,0,10,10,Unknown,0,0,1,6,0,1,7,2,0,0,2,0,1,2,3,1,0,0,2,0,1,2,0,0,1,0,0,3,1,0,3,5,0
6,3,0,0,5,8,Colombo,2,0,1,3,1,0,5,5,0,2,1,0,1,1,1,1,0,1,1,2,3,5,0,0,0,0,2,0,1,0,3,2,0
1,2,2,0,8,9,Kigali City,0,0,2,0,0,0,6,4,3,7,0,0,0,0,0,0,0,0,0,0,3,1,0,1,4,4,0,1,0,0,2,4,1
3,5,0,0,8,6,Auckland,0,0,3,3,2,1,5,6,0,0,1,1,0,0,1,1,0,1,1,1,2,2,0,1,0,0,0,0,2,1,5,4,0
4,2,0,0,7,9,Unknown,0,0,2,4,0,1,4,2,2,2,2,0,1,2,0,0,0,0,1,1,4,4,0,0,0,0,1,1,1,2,4,3,0
3,4,0,0,8,7,Lahore,0,1,5,2,1,1,2,5,0,1,1,0,2,1,0,2,1,0,1,0,2,4,0,1,1,0,3,0,1,1,2,3,0
4,5,0,0,7,6,Melbourne,1,1,1,1,1,0,3,5,1,2,2,0,2,2,1,2,0,0,2,3,0,0,0,1,0,0,2,0,1,1,5,4,1
2,3,0,0,9,8,Unknown,0,0,3,4,1,2,5,2,0,1,1,0,1,2,2,1,0,0,1,1,1,2,0,0,1,0,1,1,1,2,4,4,0
2,3,0,0,9,8,Auckland,0,0,2,2,1,1,6,4,2,1,0,0,0,3,2,0,0,0,2,1,2,1,0,0,0,4,1,1,1,0,3,4,1
5,2,0,0,6,9,Colombo,1,0,4,2,1,0,2,4,1,3,0,0,2,2,1,2,0,0,1,1,0,5,0,0,1,0,1,0,1,1,6,2,0
4,3,0,0,7,8,Unknown,0,0,4,4,2,2,3,1,1,0,1,2,0,2,1,0,0,0,1,1,0,3,2,0,0,0,1,2,2,1,4,4,0
3,3,0,0,8,8,Dubai,0,0,1,1,2,1,4,3,2,2,1,2,1,2,1,1,1,0,1,1,3,2,0,0,3,1,0,2,0,2,2,2,1
1,1,2,1,8,9,Albergaria,0,0,1,0,1,0,6,8,3,2,0,1,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,1,0,0,5,4,1
1,2,0,0,10,9,Kampala,0,1,1,2,0,1,7,5,1,0,1,1,1,1,0,0,0,0,0,1,4,1,0,0,3,1,0,1,0,1,4,6,0
1,2,0,0,10,9,Al Amarat,0,0,3,1,1,0,4,7,2,2,1,1,0,0,0,3,1,0,2,2,2,1,2,0,1,0,0,0,0,1,3,4,0
1,2,1,0,9,9,Episkopi,0,0,2,1,0,1,7,2,2,5,0,2,0,0,0,1,0,0,0,1,5,1,0,0,5,2,0,0,0,1,1,5,0
2,3,0,0,9,8,Southampton,0,1,0,2,1,1,5,4,3,1,1,1,1,1,0,0,1,2,3,2,1,0,0,2,0,0,1,1,2,1,3,3,1
2,4,0,0,9,7,Abu Dhabi,0,1,3,1,0,0,3,4,1,1,1,3,3,1,4,1,0,1,1,2,0,0,0,1,0,1,0,0,1,1,5,4,0
5,3,0,0,6,8,St Lucia,0,0,3,4,1,0,6,6,0,0,1,1,0,0,3,0,0,1,0,1,3,4,0,0,0,1,1,1,1,0,3,3,1
1,6,0,0,10,5,Bready,0,1,3,4,1,1,4,3,1,0,1,2,1,0,0,3,2,0,1,1,2,1,2,0,1,0,1,2,0,0,2,4,1
3,2,0,0,8,9,Unknown,0,0,3,0,0,0,3,7,2,2,1,2,2,0,0,3,0,1,2,2,1,0,2,0,1,0,0,0,0,1,5,4,1
4,4,0,0,7,7,Hamilton,0,0,3,1,3,0,4,8,0,1,1,1,0,0,0,2,0,0,1,2,2,2,0,0,0,0,1,1,3,1,4,3,1
1,2,0,0,10,9,Abu Dhabi,1,0,2,0,0,0,5,7,1,2,2,2,0,0,0,3,0,1,0,2,4,0,0,0,2,0,1,0,1,1,3,4,0
3,1,0,0,8,10,Abu Dhabi,0,0,2,4,0,1,6,4,2,1,0,0,1,1,2,0,0,2,2,1,2,1,0,3,0,1,0,1,1,0,4,2,1
5,5,0,0,6,6,Sylhet,0,0,2,1,2,1,3,5,3,3,1,1,0,0,0,2,1,1,2,2,4,2,0,0,0,0,1,1,1,1,2,2,0
6,3,0,0,5,8,Abu Dhabi,0,1,3,1,2,1,0,4,4,2,2,0,0,2,0,1,0,0,3,2,4,1,0,2,0,0,0,1,1,1,3,3,0
3,1,0,0,8,10,Hambantota,0,0,4,5,0,1,6,2,0,1,0,0,1,2,1,1,2,0,2,1,2,3,0,0,1,0,0,1,0,1,3,4,1
3,3,0,0,8,8,Bready,0,0,3,4,1,1,2,4,2,1,1,1,2,0,0,0,1,1,2,1,2,1,0,2,0,2,2,0,1,0,3,4,1
2,3,0,0,9,8,Abu Dhabi,0,0,3,3,1,1,3,2,1,2,1,1,2,2,0,0,2,0,1,2,2,1,1,2,0,1,2,0,1,0,2,5,1
7,3,0,0,4,8,Dubai,0,1,2,1,1,1,5,4,2,2,1,0,0,2,2,1,0,0,1,2,4,1,0,2,0,0,0,1,1,1,3,3,0
3,2,0,0,8,9,Cardiff,1,0,3,0,0,1,5,6,1,2,0,0,1,2,2,1,0,1,1,2,1,0,0,0,0,0,1,1,2,2,4,4,0
4,4,0,0,7,7,Coolidge,0,0,2,3,0,1,4,5,2,1,0,1,3,0,1,1,1,2,2,1,4,3,0,0,0,0,1,0,0,1,2,3,0
2,4,0,0,9,7,London,0,0,1,3,0,1,7,6,2,0,1,1,0,0,2,0,0,1,1,2,0,3,0,1,1,0,3,0,0,2,4,2,0
3,2,0,0,8,9,Hamilton,0,1,1,2,0,1,6,4,3,1,1,0,0,2,0,2,0,0,0,1,2,1,1,0,2,0,1,0,1,2,4,5,1
4,3,0,0,7,8,Belfast,0,1,3,1,0,0,5,7,2,2,1,0,0,0,0,0,0,0,2,1,2,2,2,0,2,2,0,0,0,2,3,4,0
5,2,0,0,6,9,Chattogram,0,1,4,3,1,0,2,4,2,0,1,2,1,1,1,1,1,0,2,3,4,2,0,0,0,0,1,2,0,0,2,3,1
4,3,0,0,7,8,Unknown,0,1,5,1,1,0,2,5,0,1,2,2,1,1,0,1,1,1,1,2,4,1,0,1,1,1,1,0,1,1,2,3,1
3,1,1,0,7,10,Prague,0,0,1,2,1,0,5,8,4,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,2,0,1,0,0,5,5,0
3,5,0,0,8,6,Kirtipur,0,1,1,2,1,2,4,3,1,2,3,1,1,0,0,0,0,1,0,1,2,1,0,0,3,1,1,1,0,2,5,4,1
4,1,1,0,6,10,Bangkok,1,0,1,1,1,0,4,4,2,3,2,1,0,2,0,0,0,0,1,1,4,3,0,0,2,3,0,0,0,0,4,4,0
4,4,0,0,7,7,Mirpur,0,0,4,3,1,0,4,6,0,0,2,2,0,0,2,0,1,1,1,1,2,4,0,1,0,0,2,1,1,0,2,3,1
3,4,0,0,8,7,Lucknow,0,1,3,0,1,1,4,4,1,4,1,1,1,0,0,2,1,2,1,1,1,1,1,0,0,0,2,1,2,1,3,3,0
4,3,1,0,6,8,Mirpur,0,0,2,1,1,0,4,5,2,3,2,1,0,1,0,2,0,0,1,1,0,2,0,0,5,0,1,2,1,1,3,3,0
2,4,0,0,9,7,Hamilton,0,1,2,3,0,1,6,4,1,1,1,1,1,0,1,1,2,0,1,3,2,3,0,0,0,0,1,0,1,1,3,3,1
3,2,0,0,8,9,Colombo,0,0,4,2,0,0,5,7,1,2,1,0,0,0,0,2,0,1,2,2,3,4,1,0,0,0,1,0,0,0,4,2,0
3,3,0,0,8,8,Mirpur,0,0,3,1,0,0,6,5,0,3,2,1,0,1,0,2,0,0,1,1,4,2,1,0,0,0,1,2,0,1,4,3,1
4,4,0,0,7,7,Mirpur,0,0,1,3,1,0,4,6,3,0,1,2,1,0,1,0,0,1,2,1,2,4,0,1,0,0,2,1,0,0,4,3,1
6,3,0,0,5,8,Dhaka,0,1,5,3,0,0,2,3,2,2,1,2,1,0,1,0,0,0,1,2,5,2,0,0,0,1,0,3,1,0,3,3,0
3,4,0,0,8,7,Unknown,1,0,1,4,1,1,4,4,0,0,2,2,2,0,1,2,1,1,1,1,1,2,0,0,1,0,2,2,1,1,3,2,0
4,2,0,0,7,9,Walferdange,0,0,3,2,0,1,5,8,1,0,2,0,0,0,0,0,0,0,0,0,1,5,0,0,5,3,0,0,0,0,5,3,1
0,2,0,0,11,9,Unknown,0,0,3,3,0,0,5,6,1,1,1,0,1,1,1,4,1,0,1,0,2,0,1,0,0,1,1,1,1,1,3,4,1
3,3,0,0,8,8,Chittagong,0,0,2,5,0,0,3,4,4,1,2,0,0,1,1,0,0,1,1,3,3,3,0,0,0,0,0,0,2,0,4,4,0
4,2,0,0,7,9,Unknown,0,0,5,3,2,0,1,5,0,1,2,1,1,1,0,1,1,0,1,2,4,2,0,0,1,0,1,1,1,1,2,4,1
3,4,0,0,8,7,Jamaica,0,0,3,3,0,0,6,6,1,1,0,1,1,0,2,1,1,0,1,1,5,1,0,2,0,2,0,0,0,0,2,4,0
4,2,0,0,7,9,Dehradun,0,0,2,3,1,1,2,2,3,3,2,0,1,2,0,0,0,2,2,2,2,2,0,0,0,0,3,2,1,1,3,2,0
1,0,0,0,10,11,Krefeld,0,0,3,1,0,0,4,4,2,5,1,1,1,0,0,0,0,0,1,0,3,3,1,0,3,5,0,0,0,0,3,3,0
3,4,0,0,8,7,Ahmedabad,0,1,2,0,1,1,5,6,1,2,0,0,2,1,3,1,1,0,1,2,1,2,0,0,1,0,0,1,0,1,4,4,1
4,0,0,0,7,11,London,0,0,2,1,1,1,6,6,1,1,0,1,1,1,2,0,0,0,1,1,1,4,1,0,1,0,1,2,0,2,4,2,0
3,3,0,0,8,8,Colombo,0,1,1,3,0,1,6,3,2,1,0,1,2,1,1,0,1,1,1,3,1,4,1,0,0,0,1,0,2,0,3,3,1
3,5,0,0,8,6,Auckland,0,2,3,1,1,0,3,4,1,1,2,3,1,0,1,1,1,0,1,1,2,0,0,2,0,1,1,0,2,2,3,4,0
0,5,0,0,11,6,The Hague,0,0,4,3,0,0,6,3,0,2,1,3,0,0,1,1,0,0,0,1,3,4,0,0,2,0,3,0,0,1,2,4,0
2,2,0,0,9,9,Al Amarat,0,0,2,1,1,0,3,7,2,1,1,1,2,1,2,3,0,0,2,1,2,1,0,0,1,0,0,0,2,1,2,5,0
2,3,0,0,9,8,Dubai,0,0,3,4,0,1,4,2,2,1,1,2,1,1,0,0,2,0,2,1,1,4,1,0,0,1,2,1,1,1,2,3,0
3,2,0,0,8,9,Castel,0,0,4,1,2,0,2,5,1,1,2,2,0,2,0,0,0,0,1,1,5,3,0,0,2,3,0,0,0,0,3,4,0
1,2,0,0,10,9,Edinburgh,0,1,3,3,0,0,4,5,2,0,1,2,1,0,1,0,0,0,2,0,3,5,0,0,0,1,2,2,0,1,3,2,1
2,3,0,0,9,8,Cardiff,1,0,0,2,1,0,4,6,3,1,0,1,2,1,1,0,2,2,2,2,0,0,1,2,0,0,0,1,2,1,3,3,1
0,1,0,0,11,10,St Peter Port,0,0,2,1,1,0,6,5,1,1,1,2,0,2,0,0,0,0,1,1,2,3,0,0,3,3,0,0,0,0,5,4,1
4,3,0,0,7,8,Unknown,1,1,5,1,0,1,4,3,0,1,1,2,0,2,0,1,1,0,2,1,4,4,0,0,1,0,0,2,0,1,3,2,1
2,2,1,0,8,9,Kigali City,0,0,4,3,0,0,3,5,2,0,1,2,1,1,1,0,0,0,0,1,2,2,0,0,3,1,1,1,0,1,4,5,0
2,3,0,0,9,8,London,1,1,2,1,0,1,6,4,1,3,1,1,0,0,0,1,0,0,2,2,3,5,2,0,0,1,0,0,2,0,2,2,0
2,2,0,0,9,9,Edinburgh,0,1,2,3,0,0,7,5,1,0,1,2,0,0,3,0,0,0,1,0,1,5,0,0,0,1,0,2,2,1,4,2,0
2,3,0,0,9,8,Dominica,0,0,1,2,1,2,7,4,1,2,0,0,1,1,3,1,1,0,1,4,4,0,0,2,0,0,0,1,0,0,2,3,1
3,7,0,0,8,4,Unknown,0,0,1,4,2,1,5,4,0,1,1,0,2,1,1,1,1,0,1,1,2,1,0,2,0,0,2,1,0,1,4,4,0
3,3,0,0,8,8,Colombo,0,0,2,2,0,1,4,4,2,1,1,0,2,3,0,1,0,0,2,0,2,5,0,1,1,0,0,1,2,1,4,2,1
1,6,0,0,10,5,Abu Dhabi,1,1,4,4,0,1,3,5,1,0,0,0,2,0,1,1,0,1,1,1,3,1,0,1,0,0,2,1,1,2,3,3,0
4,1,0,1,7,9,Port Moresby,1,0,2,1,1,1,4,3,2,5,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,5,1,1,2,0,4,4,2
3,0,0,2,8,9,Brondby,0,0,2,1,2,0,2,5,4,4,1,1,0,0,0,0,1,0,1,0,3,1,0,0,4,5,0,0,0,0,2,5,0
2,1,0,0,9,10,Dubai,0,0,3,2,0,1,5,5,1,1,1,2,1,0,0,0,1,0,1,1,1,3,3,1,1,0,1,1,0,1,3,4,0
5,5,0,0,6,6,Colombo,2,2,1,4,1,2,6,2,0,0,0,1,1,0,1,3,0,2,1,1,3,1,1,0,0,0,2,2,1,0,2,2,1
1,1,1,0,9,10,Kigali City,0,0,2,3,0,1,7,5,2,2,0,0,0,0,0,1,0,0,0,1,3,3,0,0,4,3,0,0,0,0,3,3,0
5,2,0,0,6,9,Unknown,1,0,3,1,0,0,6,8,0,1,0,1,1,0,1,1,1,0,1,2,4,1,0,1,1,0,0,1,0,1,3,4,1
3,5,0,0,8,6,Kirtipur,0,1,0,2,1,2,5,4,1,2,3,0,1,0,0,0,0,0,0,1,2,1,0,0,3,1,1,1,0,2,5,5,0
8,4,0,0,3,7,Dhaka,0,0,4,1,2,0,1,7,2,1,2,1,0,1,0,0,0,0,1,3,5,3,0,0,0,0,1,1,1,0,3,4,0
2,2,0,0,9,9,Brisbane,1,1,0,3,1,0,7,7,1,0,1,0,0,0,2,1,0,0,1,1,2,4,0,0,1,0,2,0,0,3,3,2,1
4,2,0,0,7,9,Colombo,0,0,3,3,1,2,4,1,1,1,1,1,1,3,0,0,1,0,1,1,4,4,1,0,0,0,1,1,0,2,3,3,0
3,1,0,0,8,10,Singapore,0,0,3,1,1,0,1,7,3,1,2,1,1,1,0,1,0,1,0,1,4,2,0,1,3,0,0,2,0,0,4,3,0
5,3,0,0,6,8,Hambantota,1,0,3,2,0,0,6,8,0,0,1,0,0,1,1,1,1,1,1,1,3,2,0,2,1,0,0,1,1,1,3,2,0
3,4,0,0,8,7,Hong Kong,0,0,1,2,0,1,4,6,1,1,3,1,2,0,0,4,0,0,4,1,4,1,0,0,1,0,0,0,0,2,2,3,0
2,2,0,0,9,9,Singapore,0,0,1,0,1,1,3,5,1,2,4,2,1,1,0,0,0,0,0,0,4,2,0,0,2,4,0,1,0,0,5,4,0
5,3,0,0,6,8,Colombo,2,0,1,3,1,0,6,6,0,2,0,0,1,0,1,1,0,1,1,2,3,5,1,0,0,0,2,0,1,0,2,2,1
4,3,0,0,7,8,Colombo,1,0,4,3,0,0,4,7,0,0,1,1,1,0,0,0,0,0,1,1,3,3,0,0,2,0,1,2,0,1,4,4,0
8,4,0,0,3,7,Dhaka,0,0,4,1,2,0,1,7,2,1,2,1,0,1,0,0,0,0,1,3,5,3,0,0,0,0,1,1,1,0,3,4,1
1,3,0,0,10,8,Kirtipur,0,0,0,1,0,1,8,5,2,0,0,3,1,1,3,0,0,0,0,0,2,2,1,0,0,2,1,1,1,0,3,6,1
3,4,0,0,8,7,Unknown,0,0,3,3,1,0,6,5,0,2,1,0,0,1,0,2,0,1,1,2,2,4,0,0,0,0,1,0,2,0,5,2,2
2,3,0,0,9,8,Pune,0,1,2,2,0,0,5,5,2,1,0,0,2,2,3,1,1,0,1,1,0,5,0,0,0,0,0,0,2,1,4,3,1
1,0,0,0,10,11,Kigali City,0,0,4,3,1,0,3,4,2,4,1,0,0,0,0,0,0,1,1,0,4,1,0,0,3,4,0,0,0,0,3,5,1
1,4,0,0,10,7,Colombo,0,0,4,2,0,0,2,8,2,0,1,1,2,0,0,1,0,1,1,1,4,2,0,2,0,0,1,0,2,1,3,3,1
3,4,0,0,8,7,Dubai,0,1,1,2,1,1,4,4,2,2,2,1,1,0,1,0,1,1,1,1,3,1,0,0,3,1,0,1,0,2,2,4,0
5,2,0,0,6,9,Colombo,1,0,4,2,1,1,2,4,1,2,0,0,2,2,1,1,0,0,1,1,0,6,0,0,1,0,1,0,1,1,6,2,0
1,0,1,0,9,11,Port Moresby,0,0,0,3,1,0,4,5,6,1,0,0,0,2,0,0,0,0,0,1,2,2,0,0,5,4,1,0,0,0,3,4,0
0,2,0,1,11,8,Episkopi,0,0,2,2,0,0,7,8,1,1,0,0,1,0,1,0,0,0,0,0,2,5,1,0,3,4,0,0,0,0,4,2,0
1,5,0,0,10,6,Kampala,0,0,2,1,0,3,5,3,2,1,1,2,1,1,0,0,0,1,0,1,4,4,1,0,3,2,0,1,0,0,3,2,0
1,1,0,0,10,10,London,0,1,2,1,0,0,7,6,1,2,1,0,0,1,0,1,0,0,2,2,3,5,1,0,0,0,0,1,2,0,3,2,1
2,1,1,0,8,10,Kigali City,0,0,1,4,2,1,3,3,4,2,0,1,1,0,0,0,0,0,1,1,3,4,0,0,4,3,0,0,0,0,3,3,0
3,3,0,0,8,8,Unknown,1,1,4,1,0,1,5,3,0,1,1,2,0,2,0,1,0,0,2,1,4,4,0,0,1,0,0,2,0,1,4,2,1
0,2,0,0,11,9,Castel,0,0,2,2,1,0,7,5,0,2,1,1,0,1,0,0,0,0,0,0,2,6,0,0,4,4,0,0,0,0,5,1,1
1,0,0,0,10,11,Unknown,0,0,2,6,0,0,8,5,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,5,4,1,1,0,0,3,4,0
0,1,0,0,11,10,St Peter Port,0,0,2,2,1,0,6,5,0,1,2,2,0,1,0,0,0,0,0,1,2,3,0,0,4,2,0,0,0,0,5,5,0
0,2,0,0,11,9,Episkopi,0,0,2,1,1,1,5,2,2,5,0,2,1,0,1,1,0,0,0,1,1,1,1,0,3,2,0,0,0,1,5,5,0
6,7,0,0,5,4,Sharjah,0,0,3,3,0,2,5,2,2,3,1,1,0,0,1,0,1,0,1,2,5,4,0,0,0,0,0,1,1,1,2,3,1
6,4,0,0,5,7,Al Amarat,0,1,3,3,1,1,2,4,4,2,1,0,0,0,0,0,1,0,3,2,4,1,0,0,0,1,0,2,1,1,2,4,1
5,1,0,0,6,10,St Kitts,0,0,2,2,1,0,3,6,3,2,2,0,0,1,0,2,0,0,2,1,4,3,0,0,0,0,1,1,1,1,3,3,0
1,2,0,0,10,9,Abu Dhabi,0,0,2,0,0,1,5,4,1,3,2,1,1,2,0,1,0,0,2,2,2,1,0,0,2,2,1,1,0,2,4,2,0
1,4,0,0,10,7,Windhoek,0,0,3,1,1,4,5,4,1,1,0,1,1,0,0,1,0,1,1,0,5,2,0,0,2,3,0,0,0,0,3,4,0
2,1,0,0,9,10,Belfast,0,0,3,1,0,0,5,8,2,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,5,2,0,3,1,1,4,3,0
2,4,0,0,9,7,Dehra Dun,0,0,3,2,1,0,2,3,3,3,0,2,2,1,0,0,2,0,2,2,2,2,0,0,0,0,2,2,1,1,2,4,1
3,3,0,0,8,8,Antigua,0,0,2,4,0,0,6,6,0,0,2,1,1,0,1,0,0,0,0,1,4,4,0,1,2,1,0,0,0,2,4,2,0
0,3,0,0,11,8,Krefeld,0,0,1,5,1,1,4,3,4,2,1,0,0,0,0,0,0,0,0,0,3,2,0,0,5,4,0,0,0,0,3,5,0
3,4,0,0,8,7,Unknown,1,0,4,5,2,0,2,5,0,1,0,0,2,0,1,1,0,1,0,3,2,2,0,0,0,0,2,0,2,0,4,4,1
4,3,0,0,7,8,Townsville,0,1,3,3,0,1,4,6,3,0,1,0,0,0,0,0,0,0,3,0,1,2,2,0,1,1,0,3,0,1,4,4,0
3,4,0,0,8,7,Unknown,0,0,3,5,1,1,4,2,1,0,1,2,1,1,1,0,0,1,2,1,1,4,1,0,0,1,1,1,1,1,4,2,0
0,3,0,0,11,8,Unknown,0,0,3,3,0,1,5,5,1,1,1,0,1,1,1,4,1,0,1,0,2,1,1,0,0,1,1,1,1,1,3,3,1
4,2,0,0,7,9,Walferdange,0,0,3,3,0,1,5,4,1,3,2,0,0,0,0,0,0,0,0,0,1,2,0,0,5,4,0,0,0,1,5,4,1
1,1,0,0,10,10,Kirtipur,0,0,1,4,0,1,7,3,1,2,2,1,0,0,2,0,0,0,1,0,3,1,1,0,0,5,1,0,0,0,3,5,1
1,3,0,0,10,8,Mirpur,0,0,5,3,1,1,1,5,1,1,1,0,2,1,0,2,0,1,1,1,3,5,0,0,0,0,2,0,1,0,4,2,0
6,4,0,0,5,7,Dhaka,0,0,5,2,2,1,1,2,2,2,0,3,1,1,2,0,0,0,1,1,4,4,0,0,0,1,0,2,1,1,3,2,0
2,1,0,0,9,10,Auckland,0,0,3,3,1,1,6,4,1,0,0,1,0,2,0,1,0,0,1,0,3,3,0,0,0,0,2,2,1,1,4,4,1
4,4,0,0,7,7,Chennai,1,0,3,3,2,1,3,5,0,0,1,2,1,0,3,1,1,0,1,1,1,3,0,0,1,0,2,1,0,2,2,3,0
3,4,0,0,8,7,Birmingham,0,1,2,4,1,0,5,5,2,0,0,1,1,0,1,2,0,1,1,1,2,1,2,0,0,0,1,2,2,1,2,3,1
3,5,0,0,8,6,Mirpur,0,0,3,3,0,0,5,6,0,1,2,1,1,0,3,1,1,1,1,2,1,2,0,0,0,1,2,0,0,0,3,4,0
2,2,0,0,9,9,Chattogram,0,1,3,3,0,0,4,4,2,0,1,2,1,1,0,1,1,0,2,3,1,2,1,0,0,0,2,2,1,0,3,3,0
2,2,0,0,9,9,Unknown,0,1,5,2,1,0,2,4,1,1,1,2,1,1,0,1,1,1,1,2,4,1,0,1,1,1,2,0,0,1,2,3,1
2,3,0,0,9,8,Unknown,1,0,1,2,1,0,4,7,0,1,2,1,2,0,1,3,0,0,1,1,3,4,0,0,0,0,2,1,1,0,3,2,0
4,3,0,0,7,8,Townsville,0,1,4,2,0,1,4,6,2,1,1,0,0,0,0,0,0,0,2,1,1,2,0,0,3,1,0,2,0,1,5,4,1
2,3,0,0,9,8,Unknown,0,1,3,3,1,2,5,2,1,0,0,1,1,2,1,1,0,0,1,0,2,2,1,0,0,0,2,2,0,2,4,4,0
2,2,0,0,9,9,Krefeld,0,0,3,4,1,0,4,4,1,2,1,1,1,0,0,0,0,0,1,0,2,2,1,0,3,4,0,0,0,0,4,5,0
2,4,0,0,9,7,Ahmedabad,0,1,2,0,0,1,5,6,2,2,0,0,2,1,3,1,1,0,1,2,1,2,0,0,1,0,0,1,1,1,3,4,1
1,3,0,0,10,8,Krefeld,0,0,3,4,0,1,5,3,1,2,1,1,1,0,0,0,0,0,1,0,3,1,1,0,3,4,0,0,0,0,3,6,0
3,1,0,0,8,10,London,0,0,3,0,1,0,6,9,1,2,0,0,0,0,0,2,0,0,2,1,4,0,0,0,0,1,1,3,1,1,3,3,1
4,1,0,0,7,10,Windhoek,0,0,1,3,4,1,4,4,1,2,1,0,0,1,1,0,1,0,0,1,2,4,0,0,3,2,0,0,0,0,4,4,1
3,3,0,0,8,8,Hamilton,1,0,0,3,1,1,4,3,3,1,1,2,1,1,1,1,2,1,2,1,1,2,0,0,0,0,1,1,2,2,2,3,1
4,4,0,0,7,7,St Lucia,2,0,5,3,1,1,2,6,0,0,1,1,0,0,2,0,1,1,2,1,1,4,0,0,0,1,2,1,0,0,3,3,0
4,3,0,0,7,8,Nagpur,0,0,4,4,1,1,4,3,0,1,2,1,0,1,2,1,1,1,1,1,2,1,0,1,0,0,2,1,1,2,2,3,0
4,3,0,0,7,8,Sharjah,0,1,2,3,0,0,6,4,2,1,0,1,1,1,2,1,0,1,1,1,2,0,1,0,0,0,0,2,1,2,4,4,0
3,2,0,0,8,9,Bready,0,0,3,4,1,1,2,4,2,1,1,1,2,0,0,0,1,1,1,1,2,1,0,2,0,2,2,0,2,0,3,4,1
3,3,0,0,8,8,Manchester,0,1,1,3,1,0,5,5,2,1,0,0,2,1,1,2,1,0,2,1,0,1,1,0,0,0,1,1,2,2,3,4,0
1,4,0,0,10,7,Sharjah,0,0,4,2,1,4,4,3,1,1,0,1,1,0,0,1,2,2,1,1,1,3,3,0,1,1,1,1,0,0,2,2,0
1,3,0,0,10,8,Nagpur,0,0,2,2,0,0,5,4,2,1,0,3,2,1,0,0,1,0,2,4,2,4,1,0,0,1,2,0,1,0,2,2,1
0,1,0,0,11,10,Unknown,0,0,4,1,0,0,7,9,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,2,5,1,0,0,0,5,4,1
3,0,0,1,8,10,Castel,0,0,4,2,2,1,2,6,2,2,1,0,0,0,0,0,0,0,1,1,5,2,0,0,3,4,0,0,0,0,2,4,0
2,1,0,0,9,10,Unknown,0,0,4,2,0,0,4,7,0,1,1,1,2,0,3,2,0,1,0,1,0,1,1,1,1,1,2,0,0,1,4,3,1
0,3,0,0,11,8,Castel,0,0,2,4,1,2,7,2,0,2,1,1,0,0,0,0,0,0,0,1,2,5,0,0,4,3,0,0,0,0,5,2,2
2,2,0,0,9,9,Dubai,0,0,2,2,1,0,3,7,2,1,1,1,2,0,1,3,1,1,1,1,1,1,0,0,2,0,1,0,2,1,2,4,0
1,0,1,0,9,11,Port Moresby,0,0,1,3,0,0,4,6,5,2,0,0,1,0,0,0,0,0,0,1,1,2,0,0,5,5,1,0,0,0,4,3,1
2,1,0,0,9,10,Kampala,0,0,1,0,2,0,5,7,1,2,1,1,1,1,0,0,0,0,1,0,5,4,0,0,1,3,0,0,0,0,4,4,1
4,5,0,0,7,6,Hambantota,0,0,4,2,0,2,6,4,1,1,0,0,0,2,1,1,1,0,3,2,1,1,0,1,1,0,0,2,0,0,4,4,0
6,4,0,0,5,7,Colombo,2,0,1,2,1,1,5,7,0,0,1,1,1,0,1,1,0,0,1,1,2,2,1,2,0,0,2,0,1,1,3,4,1
5,3,0,0,6,8,Unknown,1,0,3,4,0,1,6,5,0,0,0,1,1,0,1,1,1,0,1,1,4,3,0,0,1,0,0,1,0,2,3,3,2
1,4,0,0,10,7,Kirtipur,0,1,0,2,0,2,8,4,2,2,0,0,1,0,3,0,1,0,0,1,2,1,1,0,0,1,1,1,1,2,2,5,1
4,5,0,0,7,6,Antigua,1,0,2,5,0,1,6,5,0,0,1,0,1,0,1,0,0,0,0,1,4,2,0,1,3,1,0,1,0,2,3,3,0
8,5,0,0,3,6,Dhaka,0,0,4,1,2,1,1,5,2,2,2,1,0,1,0,0,0,0,1,3,5,2,0,0,0,0,1,1,1,0,3,5,1
5,3,0,0,6,8,Sydney,2,1,1,4,1,0,6,4,0,0,1,1,0,1,1,4,1,1,1,1,4,1,0,0,0,0,1,1,1,0,2,3,1
